0,0.268369
3600,0.377412
7200,0.378311
10800,0.350252
14400,0
18000,0
21600,0
25200,0
28800,0
32400,0
36000,0
39600,0
43200,0.190021
46800,0.362958
50400,0.362926
54000,0.369835
57600,0.361393
61200,0
64800,0.262559
68400,0
72000,0
75600,0
79200,0
82800,0
86400,0
90000,0
93600,0
97200,0
100800,0
104400,0
108000,0
111600,0
115200,0
118800,0
122400,0
126000,0
129600,0.11816
133200,0.361284
136800,0.361211
140400,0.35888
144000,0
147600,0.273579
151200,0
154800,0
158400,0
162000,0
165600,0
169200,0
172800,0
176400,0
180000,0
183600,0
187200,0
190800,0
194400,0
198000,0
201600,0
205200,0
208800,0
212400,0
216000,0
219600,0
223200,0
226800,0
230400,0
234000,0
237600,0
241200,0
244800,0
248400,0
252000,0
255600,0
259200,0
262800,0
266400,0
270000,0
273600,0
277200,0
280800,0
284400,0
288000,0
291600,0
295200,0
298800,0
302400,0
306000,0
309600,0
313200,0
316800,0
320400,0
324000,0.253918
327600,0
331200,0
334800,0
338400,0
342000,0
345600,0
349200,0
352800,0
356400,0
360000,0
363600,0
367200,0
370800,0
374400,0
378000,0
381600,0
385200,0
388800,0.118081
392400,0.368459
396000,0.369598
399600,0.369016
403200,0.369295
406800,0
410400,0.287338
414000,0
417600,0
421200,0
424800,0
428400,0
432000,0
435600,0
439200,0
442800,0
446400,0
450000,0
453600,0
457200,0
460800,0
464400,0
468000,0
471600,0
475200,0.189273
478800,0.363131
482400,0.363588
486000,0.362832
489600,0.363427
493200,0
496800,0.288462
500400,0
504000,0
507600,0
511200,0
514800,0
518400,0
522000,0
525600,0
529200,0
532800,0
536400,0
540000,0
543600,0
547200,0
550800,0
554400,0
558000,0
561600,0
565200,0
568800,0
572400,0.37308
576000,0.362734
579600,0.361608
583200,0
586800,0.265045
590400,0.253909
594000,0
597600,0
601200,0
604800,0
608400,0
612000,0
615600,0
619200,0
622800,0
626400,0
630000,0
633600,0
637200,0
640800,0
644400,0
648000,0
651600,0.365105
655200,0.366484
658800,0.366027
662400,0.3655
666000,0
669600,0.27933
673200,0
676800,0
680400,0
684000,0
687600,0
691200,0
694800,0
698400,0
702000,0
705600,0
709200,0
712800,0
716400,0
720000,0
723600,0
727200,0
730800,0
734400,0
738000,0.367481
741600,0
745200,0
748800,0.307071
752400,0
756000,0
759600,0
763200,0
766800,0
770400,0
774000,0
777600,0
781200,0
784800,0
788400,0
792000,0
795600,0
799200,0
802800,0
806400,0
810000,0
813600,0
817200,0
820800,0
824400,0
828000,0
831600,0.366439
835200,0.367823
838800,0
842400,0.330521
846000,0
849600,0
853200,0
856800,0
860400,0
864000,0
867600,0
871200,0
874800,0
878400,0
882000,0
885600,0
889200,0
892800,0
896400,0
900000,0
903600,0
907200,0.200957
910800,0.366925
914400,0.367629
918000,0.367173
921600,0.37021
925200,0.365514
928800,0
932400,0.265244
936000,0
939600,0
943200,0
946800,0
950400,0
954000,0
957600,0
961200,0
964800,0
968400,0
972000,0
975600,0
979200,0
982800,0
986400,0
990000,0
993600,0
997200,0.324754
1000800,0.365121
1004400,0.365448
1008000,0.366839
1011600,0.364815
1015200,0
1018800,0.265666
1022400,0
1026000,0
1029600,0
1033200,0
1036800,0
1040400,0
1044000,0
1047600,0
1051200,0
1054800,0
1058400,0
1062000,0
1065600,0
1069200,0
1072800,0
1076400,0
1080000,0
1083600,0
1087200,0
1090800,0
1094400,0
1098000,0
1101600,0
1105200,0
1108800,0
1112400,0
1116000,0
1119600,0
1123200,0
1126800,0
1130400,0
1134000,0
1137600,0
1141200,0
1144800,0
1148400,0
1152000,0
1155600,0
1159200,0
1162800,0
1166400,0
1170000,0
1173600,0
1177200,0
1180800,0
1184400,0
1188000,0
1191600,0
1195200,0
1198800,0
1202400,0
1206000,0
1209600,0
1213200,0
1216800,0
1220400,0
1224000,0
1227600,0
1231200,0
1234800,0
1238400,0
1242000,0
1245600,0
1249200,0
1252800,0
1256400,0
1260000,0
1263600,0
1267200,0
1270800,0
1274400,0
1278000,0
1281600,0
1285200,0
1288800,0
1292400,0
1296000,0
1299600,0
1303200,0
1306800,0
1310400,0
1314000,0
1317600,0
1321200,0
1324800,0
1328400,0
1332000,0
1335600,0
1339200,0
1342800,0
1346400,0
1350000,0
1353600,0
1357200,0
1360800,0
1364400,0
1368000,0
1371600,0
1375200,0
1378800,0
1382400,0
1386000,0
1389600,0
1393200,0
1396800,0
1400400,0
1404000,0
1407600,0
1411200,0
1414800,0
1418400,0
1422000,0
1425600,0
1429200,0
1432800,0
1436400,0
1440000,0
1443600,0
1447200,0
1450800,0
1454400,0
1458000,0
1461600,0
1465200,0
1468800,0
1472400,0
1476000,0
1479600,0
1483200,0
1486800,0
1490400,0
1494000,0
1497600,0
1501200,0
1504800,0
1508400,0
1512000,0
1515600,0
1519200,0
1522800,0
1526400,0
1530000,0
1533600,0
1537200,0
1540800,0
1544400,0
1548000,0
1551600,0
1555200,0
1558800,0
1562400,0
1566000,0
1569600,0
1573200,0
1576800,0
1580400,0
1584000,0
1587600,0
1591200,0
1594800,0
1598400,0
1602000,0
1605600,0
1609200,0
1612800,0
1616400,0
1620000,0
1623600,0
1627200,0
1630800,0
1634400,0
1638000,0
1641600,0
1645200,0
1648800,0
1652400,0
1656000,0
1659600,0
1663200,0
1666800,0
1670400,0
1674000,0
1677600,0
1681200,0
1684800,0
1688400,0
1692000,0
1695600,0
1699200,0
1702800,0
1706400,0
1710000,0
1713600,0
1717200,0
1720800,0
1724400,0
1728000,0
1731600,0
1735200,0
1738800,0
1742400,0
1746000,0
1749600,0
1753200,0
1756800,0
1760400,0
1764000,0
1767600,0
1771200,0
1774800,0
1778400,0
1782000,0
1785600,0
1789200,0
1792800,0
1796400,0
1800000,0
1803600,0
1807200,0
1810800,0
1814400,0
1818000,0
1821600,0
1825200,0
1828800,0
1832400,0
1836000,0
1839600,0
1843200,0
1846800,0
1850400,0
1854000,0
1857600,0
1861200,0
1864800,0
1868400,0
1872000,0
1875600,0
1879200,0
1882800,0
1886400,0
1890000,0
1893600,0
1897200,0
1900800,0
1904400,0
1908000,0
1911600,0
1915200,0
1918800,0
1922400,0
1926000,0
1929600,0
1933200,0
1936800,0
1940400,0
1944000,0
1947600,0
1951200,0
1954800,0
1958400,0
1962000,0
1965600,0
1969200,0
1972800,0
1976400,0
1980000,0
1983600,0
1987200,0
1990800,0
1994400,0
1998000,0
2001600,0
2005200,0
2008800,0
2012400,0
2016000,0
2019600,0
2023200,0
2026800,0
2030400,0
2034000,0
2037600,0
2041200,0
2044800,0
2048400,0
2052000,0
2055600,0
2059200,0
2062800,0
2066400,0
2070000,0
2073600,0
2077200,0
2080800,0
2084400,0
2088000,0
2091600,0
2095200,0
2098800,0
2102400,0
2106000,0
2109600,0
2113200,0
2116800,0
2120400,0
2124000,0
2127600,0
2131200,0
2134800,0
2138400,0
2142000,0
2145600,0
2149200,0
2152800,0
2156400,0
2160000,0
2163600,0
2167200,0
2170800,0
2174400,0
2178000,0
2181600,0
2185200,0
2188800,0
2192400,0
2196000,0
2199600,0
2203200,0
2206800,0
2210400,0
2214000,0
2217600,0
2221200,0
2224800,0
2228400,0
2232000,0
2235600,0
2239200,0
2242800,0
2246400,0
2250000,0
2253600,0
2257200,0
2260800,0
2264400,0
2268000,0
2271600,0
2275200,0
2278800,0
2282400,0
2286000,0
2289600,0
2293200,0
2296800,0
2300400,0
2304000,0
2307600,0
2311200,0
2314800,0
2318400,0
2322000,0
2325600,0
2329200,0
2332800,0
2336400,0
2340000,0
2343600,0
2347200,0
2350800,0
2354400,0
2358000,0
2361600,0
2365200,0
2368800,0
2372400,0
2376000,0
2379600,0
2383200,0
2386800,0
2390400,0
2394000,0
2397600,0
2401200,0
2404800,0
2408400,0
2412000,0
2415600,0
2419200,0
2422800,0
2426400,0
2430000,0
2433600,0
2437200,0
2440800,0
2444400,0
2448000,0
2451600,0
2455200,0
2458800,0
2462400,0
2466000,0
2469600,0
2473200,0
2476800,0
2480400,0
2484000,0
2487600,0
2491200,0
2494800,0
2498400,0
2502000,0
2505600,0
2509200,0
2512800,0
2516400,0
2520000,0
2523600,0
2527200,0
2530800,0
2534400,0
2538000,0
2541600,0
2545200,0
