Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-479742.209207426,1,57600,46800
3600,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-463714.349207426,1,68400,36000
7200,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-382738.069207426,1,61200,25200
10800,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-383550.469207426,1,68400,32400
14400,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-384829.869207426,1,61200,28800
18000,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-359811.894000814,1,68400,32400
21600,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,158182.675954339,1,54000,36000
25200,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,581658.06824084,1,64800,39600
28800,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,595148.809287672,1,NaN,NaN
32400,1,1,1,1,1,-0,0,-46881.8861127327,-0,1,1,310940.605811089,1,NaN,NaN
36000,1,1,1,1,1,-312500,0,-312500,-0,1,1,194308.212207783,1,NaN,NaN
39600,1,1,1,1,1,-312500,0,-312500,-0,1,1,214935.160593824,1,NaN,NaN
43200,1,1,1,1,1,-312500,0,-312500,-0,1,1,164808.458874449,1,NaN,NaN
46800,1,1,1,1,1,-312500,0,-312500,-0.000196196894648892,1,1,158911.113340619,1,NaN,NaN
50400,1,1,1,1,1,-312500,0,-312500,-0,1,1,152407.006477756,1,NaN,NaN
54000,1,1,1,1,1,-312500,0,-312500,-0,1,1,180467.027414394,1,NaN,NaN
57600,1,1,1,1,1,-243981.303326991,0,-312500,-0,1,1,218449.040467103,1,NaN,NaN
61200,1,1,1,1,1,25211.495943986,0,148958.792400663,-0,1,1,198690.198081061,1,NaN,NaN
64800,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-64942.5483809786,1,NaN,NaN
68400,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,61288.9849523547,1,NaN,NaN
72000,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-51070.0073341475,1,NaN,NaN
75600,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-246559.434000814,1,NaN,NaN
79200,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-390816.680667481,1,NaN,NaN
82800,1,1,1,1,1,149554.986215662,0,148958.792400663,-0,1,1,-444582.048270787,1,NaN,NaN
