Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,24811.19261,3445.69037,27122.60809,0,0,1,10000,1,3600,25200
3600,1,1,1,1,1,24607.15649,7226.965845,29237.61873,0,0,1,10000,1,28800,68400
7200,1,1,1,1,1,22806.3631,9788.881579,26828.74639,0,0,1,10000,1,39600,NaN
10800,1,1,1,1,1,17288.98404,-24070.89894,22188.15597,0,0,1,10000,1,79200,NaN
14400,1,1,1,1,1,16818.43309,13424.22648,15421.5815,0,0,1,10000,1,NaN,NaN
18000,1,1,1,1,1,14814.84966,-25423.1369,7039.028305,0,0,1,10000,1,NaN,NaN
21600,1,1,1,1,1,3384.582027,42947.15202,-1213.992971,0,0,1,10000,1,NaN,NaN
25200,1,1,1,1,1,-15812.22032,32824.73096,-4757.269567,0,0,1,10000,1,NaN,NaN
28800,1,1,1,1,1,-27779.42217,-41377.48208,-8981.604673,0,0,1,10000,1,NaN,NaN
32400,1,1,1,1,1,-43104.20549,-19417.48068,-10089.57276,0,0,1,10000,1,NaN,NaN
36000,1,1,1,1,1,-48872.10218,-15840.25952,-5730.147226,0,0,1,10000,1,NaN,NaN
39600,1,1,1,1,1,-27911.42161,-1950.764558,-3355.822758,0,0,1,10000,1,NaN,NaN
43200,1,1,1,1,1,-13345.30543,-1431.332867,-2108.870631,0,0,1,10000,1,NaN,NaN
46800,1,1,1,1,1,7640.18785,24735.18449,-2720.131269,0,0,1,10000,1,NaN,NaN
50400,1,1,1,1,1,26415.89474,-19471.78303,3135.379369,0,0,1,10000,1,NaN,NaN
54000,1,1,1,1,1,30928.91601,20089.43505,11352.64001,0,0,1,10000,1,NaN,NaN
57600,1,1,1,1,1,27988.32307,22028.46417,16881.45384,0,0,1,10000,1,NaN,NaN
61200,1,1,1,1,1,24601.71669,-13391.17413,19883.94852,0,0,1,10000,1,NaN,NaN
64800,1,1,1,1,1,13941.80851,-2816.515957,22557.44852,0,0,1,10000,1,NaN,NaN
68400,1,1,1,1,1,3196.991881,-4840.449328,19169.19852,0,0,1,10000,1,NaN,NaN
72000,1,1,1,1,1,-2884.81383,6873.606383,18204.19852,0,0,1,10000,1,NaN,NaN
75600,1,1,1,1,1,-5785.895297,-3376.072788,13867.70916,0,0,1,10000,1,NaN,NaN
79200,1,1,1,1,1,-6770.513718,-8891.608623,6407.113412,0,0,1,10000,1,NaN,NaN
82800,1,1,1,1,1,-7435.19037,-2983.852184,2561.783625,0,0,1,10000,1,NaN,NaN
