Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-475654.421624923,1,57600,43200
3600,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-475920.261624923,1,64800,28800
7200,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-476113.541624923,1,50400,43200
10800,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-458652.921624923,1,50400,39600
14400,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-371040.921624923,1,54000,50400
18000,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-345560.546418312,1,57600,43200
21600,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,172172.023536841,1,64800,46800
25200,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,595158.615823342,1,64800,36000
28800,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,608672.756870175,1,NaN,NaN
32400,1,1,1,1,1,-0,0,87564.9888872673,-0,1,1,311457.247393591,1,NaN,NaN
36000,1,1,1,1,1,-99277.4898150145,0,-312500,-0.000255212813499384,1,1,185195.920045498,1,NaN,NaN
39600,1,1,1,1,1,-312500,0,-312500,-0,1,1,213119.488176327,1,NaN,NaN
43200,1,1,1,1,1,-312500,0,-312500,-0,1,1,182731.686456952,1,NaN,NaN
46800,1,1,1,1,1,-312500,0,-312500,-0,1,1,183847.360726925,1,NaN,NaN
50400,1,1,1,1,1,-312500,0,-312500,-0,1,1,151142.858060258,1,NaN,NaN
54000,1,1,1,1,1,-312500,0,-312500,-0,1,1,173048.674996896,1,NaN,NaN
57600,1,1,1,1,1,-253264.115826991,0,-312500,-0,1,1,223919.906049605,1,NaN,NaN
61200,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,209193.521663563,1,NaN,NaN
64800,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-60897.5007984764,1,NaN,NaN
68400,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,62765.352534857,1,NaN,NaN
72000,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-48165.8997516452,1,NaN,NaN
75600,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-242645.506418312,1,NaN,NaN
79200,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-352881.813084978,1,NaN,NaN
82800,1,1,1,1,1,127669.440349564,0,139995.667414041,-0,1,1,-405438.500688284,1,NaN,NaN
