Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,-157378.337191092,0,-312500,-0,1,1,-433488.756516614,1,61200,25200
3600,1,1,1,1,1,-0,0,-269155.524200732,-0,1,1,-433860.936516614,1,57600,39600
7200,1,1,1,1,1,-0,0,-310264.353176456,-0,1,1,-433976.216516614,1,64800,28800
10800,1,1,1,1,1,-0,0,-243586.461700732,-0,1,1,-434047.916516614,1,61200,28800
14400,1,1,1,1,1,-0,0,-295526.540676456,-0,1,1,-434202.856516614,1,68400,32400
18000,1,1,1,1,1,-0,0,30382.0991902451,-0,1,1,-318744.541310002,1,68400,25200
21600,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,200423.628645151,1,57600,43200
25200,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,627146.420931651,1,61200,43200
28800,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,638859.561978484,1,NaN,NaN
32400,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,351184.412501901,1,NaN,NaN
36000,1,1,1,1,1,-0,0,9078.76018498553,-0,1,1,219955.344898594,1,NaN,NaN
39600,1,1,1,1,1,-0,0,-224206.025151405,-0,1,1,182156.853284636,1,NaN,NaN
43200,1,1,1,1,1,-312500,0,-312500,-0,1,1,187347.811565261,1,NaN,NaN
46800,1,1,1,1,1,-0,0,-307365.144320829,-0,1,1,43487.7658352343,1,NaN,NaN
50400,1,1,1,1,1,-0,0,44927.4928673216,-0.00435687263961881,1,1,-122391.69647456,1,NaN,NaN
54000,1,1,1,1,1,-0,0,159910.310379199,-0,1,1,104465.120105206,1,NaN,NaN
57600,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,273487.275157914,1,NaN,NaN
61200,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,253194.846771873,1,NaN,NaN
64800,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,-16972.8356901669,1,NaN,NaN
68400,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,107356.257643166,1,NaN,NaN
72000,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,-3822.71464333573,1,NaN,NaN
75600,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,-198833.141310002,1,NaN,NaN
79200,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,-343563.067976669,1,NaN,NaN
82800,1,1,1,1,1,34016.449470073,0,163004.816233297,-0,1,1,-463809.915579975,1,NaN,NaN
