Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-405143.950422412,1,64800,28800
3600,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-405586.610422412,1,64800,46800
7200,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-405752.030422412,1,57600,32400
10800,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-405884.650422412,1,50400,39600
14400,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-406057.750422412,1,54000,28800
18000,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-301359.7352158,1,68400,39600
21600,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,233644.634739353,1,50400,32400
25200,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,657045.227025854,1,64800,43200
28800,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,670469.768072686,1,NaN,NaN
32400,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,381018.658596103,1,NaN,NaN
36000,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,256260.710992796,1,NaN,NaN
39600,1,1,1,1,1,-0,0,-107470.087651405,-0,1,1,228177.059378838,1,NaN,NaN
43200,1,1,1,1,1,-312500,0,-312500,-0,1,1,212409.817659463,1,NaN,NaN
46800,1,1,1,1,1,-0,0,-104288.581820829,-0,1,1,231966.151929436,1,NaN,NaN
50400,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,186901.305262769,1,NaN,NaN
54000,1,1,1,1,1,-202286.564620801,0,-312500,-0,1,1,34954.3261994078,1,NaN,NaN
57600,1,1,1,1,1,-0,0,-243631.305064883,-0.00560113257961348,1,1,-190427.293146751,1,NaN,NaN
61200,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,12504.9928660745,1,NaN,NaN
64800,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-252298.809595965,1,NaN,NaN
68400,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,141341.343737368,1,NaN,NaN
72000,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,28212.7914508662,1,NaN,NaN
75600,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-170842.3152158,1,NaN,NaN
79200,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-316294.501882467,1,NaN,NaN
82800,1,1,1,1,1,28599.2535864352,0,60021.6652383097,-0,1,1,-435662.169485773,1,NaN,NaN
