Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,0,0,0,0,1,1,0,1,57600,32400
3600,1,1,1,1,1,0,0,0,0,1,1,0,1,64800,43200
7200,1,1,1,1,1,0,0,0,0,1,1,0,1,64800,43200
10800,1,1,1,1,1,0,0,0,0,1,1,0,1,50400,25200
14400,1,1,1,1,1,0,0,0,0,1,1,0,1,61200,32400
18000,1,1,1,1,1,0,0,0,0,1,1,0,1,57600,28800
21600,1,1,1,1,1,0,0,0,0,1,1,0,1,68400,43200
25200,1,1,1,1,1,0,0,0,0,1,1,0,1,50400,46800
28800,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
32400,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
36000,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
39600,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
43200,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
46800,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
50400,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
54000,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
57600,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
61200,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
64800,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
68400,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
72000,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
75600,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
79200,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
82800,1,1,1,1,1,0,0,0,0,1,1,0,1,NaN,NaN
