Time,WG_PPMp_swPP,PV_PPMp_swPP,Cbu_NSCp_swPP,CEV_SCp_swPP,CPl_SCp_swPP,BAT_ESSm_PP,SC_ESSm_PP,HP_ESSm_PP,CSP_MS_STPwtRK_PP,RC_SPMp_swPP,TPS_MS_STPnoRK_swPP,PCM_ESS_PP,Ctbu_TCp_swPP,CEV_SCp_tON,CPl_SCp_tON
0,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-403442.213118078,1,61200,50400
3600,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-404751.613118078,1,54000,43200
7200,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-405888.013118078,1,57600,36000
10800,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-406769.613118078,1,61200,39600
14400,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-407608.813118078,1,64800,28800
18000,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-381989.437911467,1,57600,36000
21600,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,136226.532043686,1,57600,50400
25200,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,560201.724330187,1,68400,39600
28800,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,574527.865377019,1,NaN,NaN
32400,1,1,1,1,1,-0,0,-138547.511112733,-0,1,1,377333.935900436,1,NaN,NaN
36000,1,1,1,1,1,-312500,0,-312500,-0,1,1,258377.44829713,1,NaN,NaN
39600,1,1,1,1,1,-312500,0,-312500,-0,1,1,202921.140683172,1,NaN,NaN
43200,1,1,1,1,1,-312500,0,-312500,-0,1,1,235674.914963797,1,NaN,NaN
46800,1,1,1,1,1,-312500,0,-312500,-0,1,1,159927.22183377,1,NaN,NaN
50400,1,1,1,1,1,-312500,0,-312500,-0,1,1,132667.942567103,1,NaN,NaN
54000,1,1,1,1,1,-312500,0,-312500,-0,1,1,156474.703503741,1,NaN,NaN
57600,1,1,1,1,1,-91501.6158269914,0,-312500,-0.000180641604856646,1,1,192990.058737091,1,NaN,NaN
61200,1,1,1,1,1,114948.891757605,0,155069.834087044,-0,1,1,179331.770170408,1,NaN,NaN
64800,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-76862.6122916315,1,NaN,NaN
68400,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,48985.8410417018,1,NaN,NaN
72000,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-65741.8712448003,1,NaN,NaN
75600,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-261695.367911467,1,NaN,NaN
79200,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-389003.564578134,1,NaN,NaN
82800,1,1,1,1,1,132253.766001668,0,155069.834087044,-0,1,1,-427217.992181439,1,NaN,NaN
