Time,EP_con_kWh,EP_gen_kWh
8650800,0.156970117919,0.09969
8654400,0.176152790919,0.11666
8658000,0.213482745078,0.14933
8661600,0.219795717396,0.15968
8665200,0.319806556906,0.25214
8668800,0.361443597429,0.26154
8672400,0.33701244582,0.25222
8676000,0.339754091277,0.21407
8679600,0.268053568138,0.15221
8683200,0.233594925191,0.12268
8686800,0.195313328297,0.08963
8690400,0.118351930383,0.06246
8694000,0.111420704363,0.05475
8697600,0.120622576204,0.06231
8701200,0.179984135449,0.11071
8704800,0.273257871767,0.15231
8708400,0.373243069065,0.23946
8712000,0.403304035224,0.26981
8715600,0.404508390138,0.26725
8719200,0.342782512416,0.24728
8722800,0.298191854661,0.20389
8726400,0.27696586582,0.21978
8730000,0.246847387449,0.18842
8733600,0.24778995529,0.18786
8737200,0.242991213535,0.1829
8740800,0.246045278482,0.18529
8744400,0.253030390588,0.19124
8748000,0.288410349853,0.22775
8751600,0.308517091012,0.24924
8755200,0.343548705886,0.25236
8758800,0.334291850873,0.25259
8762400,0.381076171926,0.25276
8766000,0.374186315436,0.24924
8769600,0.369890058489,0.24591
8773200,0.364113370946,0.24256
8776800,0.322345864383,0.24447
8780400,0.323157375714,0.24121
8784000,0.323298057257,0.2399
8787600,0.313380335502,0.23098
8791200,0.380950126469,0.25067
8794800,0.395938407012,0.26171
8798400,0.41618732582,0.27975
8802000,0.411755718489,0.28197
8805600,0.356689776416,0.26956
8809200,0.345955455012,0.25938
8812800,0.300266397118,0.24251
8816400,0.290245350853,0.22948
8820000,0.280927935992,0.21944
8823600,0.261031396237,0.20141
8827200,0.248660979886,0.19057
8830800,0.270195917939,0.2119
8834400,0.310614089502,0.2485
8838000,0.31775407231,0.25679
8841600,0.353358675833,0.25999
8845200,0.336284085171,0.25416
8848800,0.369527462575,0.24272
8852400,0.357536459436,0.23487
8856000,0.348767985489,0.22743
8859600,0.323665288297,0.20769
8863200,0.270901431085,0.20082
8866800,0.268389424416,0.19556
8870400,0.275310133608,0.19998
8874000,0.301671662853,0.22072
8877600,0.343949736416,0.21873
8881200,0.372541438363,0.24207
8884800,0.383459856171,0.25371
8888400,0.385230591085,0.25871
8892000,0.333512341714,0.24981
8895600,0.313087646661,0.23165
8899200,0.291906805767,0.23183
8902800,0.266014945502,0.20705
8906400,0.260348065939,0.19977
8910000,0.259745342482,0.19776
8913600,0.261959666482,0.19961
8917200,0.267192798535,0.20405
8920800,0.304459357449,0.23951
8924400,0.30680845231,0.24466
8928000,0.339752614482,0.24471
8931600,0.323462127469,0.23971
8935200,0.341865091224,0.21597
8938800,0.320701679436,0.19965
8942400,0.31128175284,0.19171
8946000,0.316252889595,0.19486
8949600,0.269682655383,0.1933
8953200,0.271430134065,0.19071
8956800,0.271028641959,0.18971
8960400,0.282076374906,0.20119
8964000,0.359263772873,0.2299
8967600,0.375810311118,0.24493
8971200,0.405831381171,0.27207
8974800,0.393701366734,0.26522
8978400,0.338947443012,0.25344
8982000,0.32283393231,0.23869
8985600,0.274519558171,0.21338
8989200,0.265484565608,0.20132
8992800,0.262967545396,0.19618
8996400,0.26087247529,0.19296
9000000,0.259760626588,0.19154
9003600,0.265413678939,0.19606
9007200,0.272522419747,0.20473
9010800,0.288355469608,0.22076
9014400,0.329673664482,0.22878
9018000,0.317055283224,0.22799
9021600,0.31625811933,0.19124
9025200,0.29116735284,0.17066
9028800,0.291168250191,0.17065
9032400,0.288204869595,0.16736
9036000,0.23235261933,0.15718
9039600,0.22962837231,0.1511
9043200,0.235346209502,0.15487
9046800,0.253719570098,0.17021
9050400,0.328337645118,0.19548
9054000,0.36425926231,0.22776
9057600,0.366878434065,0.23537
9061200,0.365161100681,0.23672
9064800,0.31881173231,0.23287
9068400,0.299061013661,0.21465
9072000,0.28162568582,0.22158
9075600,0.250872225502,0.19013
9079200,0.239914862939,0.17751
9082800,0.251254324429,0.18426
9086400,0.252420359674,0.18417
9090000,0.251934861727,0.1842
9093600,0.266626606588,0.1992
9097200,0.268246351992,0.20158
9100800,0.251918079502,0.18888
9104400,0.225961840522,0.17206
9108000,0.192426970734,0.14609
9111600,0.164612284489,0.12166
9115200,0.140319244138,0.09944
9118800,0.128579488489,0.08922
9122400,0.076305463489,0.04211
9126000,0.075544571224,0.03964
9129600,0.104922704416,0.06538
9133200,0.154421818661,0.10729
9136800,0.195451285555,0.13797
9140400,0.233081418853,0.17836
9144000,0.258433762906,0.20478
9147600,0.256266280171,0.19918
9151200,0.231193337469,0.17525
9154800,0.224204898767,0.16632
9158400,0.222173251012,0.15853
9162000,0.203376264343,0.13896
9165600,0.19503107178,0.1281
9169200,0.19461836827,0.12309
9172800,0.207610081515,0.13323
9176400,0.214472062866,0.13885
9180000,0.219176981323,0.14437
9183600,0.241712346376,0.16545
9187200,0.201450094588,0.13275
9190800,0.153307568469,0.09971
9194400,0.116933319436,0.07542
9198000,0.101544653542,0.05962
9201600,0.089698977191,0.04962
9205200,0.06317031284,0.02474
9208800,0.04670643284,0.01048
9212400,0.04069092582,0.00325
9216000,0.057949925661,0.01447
9219600,0.117484344661,0.06591
9223200,0.153998786959,0.09966
9226800,0.235533181608,0.17971
9230400,0.241555471012,0.19077
9234000,0.238431912575,0.18876
9237600,0.219593564767,0.17057
9241200,0.208366949714,0.15722
9244800,0.151224462257,0.09561
9248400,0.146164714588,0.07989
9252000,0.153570145025,0.0831
9255600,0.157569614919,0.0793
9259200,0.161768555919,0.08369
9262800,0.169069155078,0.09129
9266400,0.169631057396,0.10015
9270000,0.171750556906,0.11191
9273600,0.198275262429,0.12005
9277200,0.19002220582,0.12148
9280800,0.211057223277,0.09718
9284400,0.199973150138,0.0896
9288000,0.205484539191,0.09554
9291600,0.170228660297,0.06271
9295200,0.104430787383,0.04476
9298800,0.123809423363,0.06019
9302400,0.146764744204,0.07968
9306000,0.131688322449,0.06286
9309600,0.184167324767,0.06751
9313200,0.214344049065,0.09572
9316800,0.320865259224,0.19571
9320400,0.340180070138,0.2194
9324000,0.251608592416,0.17671
9327600,0.224376356661,0.15069
9331200,0.16408116582,0.12054
9334800,0.139611298449,0.09417
9338400,0.13472634529,0.08761
9342000,0.137576598535,0.08756
9345600,0.137846684482,0.08756
9349200,0.139718086588,0.08991
9352800,0.185590443853,0.13471
9356400,0.203731927012,0.15516
9360000,0.245024107886,0.17009
9363600,0.226163214873,0.1595
9367200,0.261793075926,0.14941
9370800,0.245318711436,0.13503
9374400,0.227917173489,0.11971
9378000,0.212253894946,0.10588
9381600,0.146976106383,0.08932
9385200,0.132000267714,0.07471
9388800,0.116891162257,0.06071
9392400,0.112615901502,0.05486
9396000,0.173263009469,0.06395
9399600,0.197342823012,0.088
9403200,0.26198374582,0.14892
9406800,0.270691896489,0.15996
9410400,0.214718704416,0.14893
9414000,0.160928019012,0.09981
9417600,0.166226415118,0.1252
9421200,0.142291362853,0.10008
9424800,0.122501151992,0.08158
9428400,0.113932099237,0.07156
9432000,0.119372407886,0.07718
9435600,0.131122255939,0.08685
9439200,0.140108739502,0.09597
9442800,0.18997068231,0.14445
9446400,0.220217658833,0.14752
9450000,0.211346634171,0.14518
9453600,0.236234287575,0.12472
9457200,0.192508031436,0.08595
9460800,0.173591661489,0.06944
9464400,0.162911722297,0.06042
9468000,0.092556241085,0.0389
9471600,0.060834224416,0.01016
9475200,0.057277837608,0.00671
9478800,0.058090541853,0.00763
9482400,0.137668520416,0.03431
9486000,0.176380192363,0.06764
9489600,0.216197484171,0.10566
9493200,0.258345781085,0.14678
9496800,0.190337235714,0.12659
9500400,0.155861420661,0.09325
9504000,0.200677394767,0.15434
9507600,0.193915711502,0.14559
9511200,0.196048809939,0.14555
9514800,0.202778264482,0.14889
9518400,0.209603936482,0.15491
9522000,0.222959508535,0.16671
9525600,0.227229052449,0.17329
9529200,0.25732349231,0.2035
9532800,0.293245720482,0.20918
9536400,0.247398641469,0.1767
9540000,0.276965179224,0.16112
9543600,0.266495363436,0.15289
9547200,0.26031251284,0.14708
9550800,0.258279974595,0.14475
9554400,0.167011162383,0.10405
9558000,0.166043344065,0.10115
9561600,0.167635549959,0.10183
9565200,0.191259540906,0.12345
9568800,0.272321136873,0.1545
9572400,0.298709633118,0.17778
9576000,0.349574217171,0.22332
9579600,0.341970610734,0.22015
9583200,0.275603283012,0.1995
9586800,0.26236765231,0.18752
9590400,0.268355746171,0.21469
9594000,0.255415741608,0.19937
9597600,0.241210061396,0.18562
9601200,0.23388463529,0.17816
9604800,0.230612026588,0.175
9608400,0.246677086939,0.18804
9612000,0.276577732747,0.21708
9615600,0.298231189608,0.23961
9619200,0.333915958482,0.24381
9622800,0.295743811224,0.22049
9626400,0.35119080933,0.22845
9630000,0.32821659284,0.21074
9633600,0.324138323191,0.20728
9637200,0.322643504595,0.20647
9640800,0.27585087933,0.20403
9644400,0.27714388231,0.20155
9648000,0.278827619502,0.20155
9651600,0.278870218098,0.20094
9655200,0.328001957118,0.20598
9658800,0.33310149231,0.20909
9662400,0.332724364065,0.20968
9666000,0.335336403681,0.21506
9669600,0.28626523231,0.20957
9673200,0.273916041661,0.19845
9676800,0.22820826582,0.1799
9680400,0.224187973502,0.17286
9684000,0.222727139939,0.16751
9687600,0.197604805429,0.14147
9691200,0.180031189674,0.12556
9694800,0.175735846727,0.12141
9698400,0.189244042588,0.1347
9702000,0.170980607992,0.11968
9705600,0.127264981502,0.0864
9709200,0.106906092522,0.07173
9712800,0.086374606734,0.0551
9716400,0.028909960489,0.00431
9720000,0.026715152138,0.00326
9723600,0.026658781489,0.00326
9727200,0.026988505489,0.00326
9730800,0.025185899224,0.00082
9734400,0.025985424416,0.00082
9738000,0.026021708661,0.00082
9741600,0.032688700555,0.00321
9745200,0.050177424853,0.01865
9748800,0.165386536906,0.11966
9752400,0.218190475171,0.17286
9756000,0.231240577469,0.18219
9759600,0.218920437767,0.17005
9763200,0.196725103012,0.1441
9766800,0.170094446343,0.11588
9770400,0.17001131178,0.11276
9774000,0.17030618827,0.10841
9777600,0.164454241515,0.10224
9781200,0.176763490866,0.11283
9784800,0.194587901323,0.12975
9788400,0.201215082376,0.13673
9792000,0.218430214588,0.15371
9795600,0.204348026469,0.14972
9799200,0.164674779436,0.11971
9802800,0.152214101542,0.10966
9806400,0.155790952191,0.1127
9810000,0.17500127284,0.12975
9813600,0.16051519284,0.11666
9817200,0.15393434582,0.10813
9820800,0.148953607661,0.10183
9824400,0.161265702661,0.11288
9828000,0.221348645959,0.16472
9831600,0.256892629608,0.19808
9835200,0.280740463012,0.22442
9838800,0.312809412575,0.25675
9842400,0.312683834767,0.25471
9846000,0.302464189714,0.24519
9849600,0.330005056257,0.26604
9853200,0.328224082588,0.25895
9856800,0.318217495025,0.2468
9860400,0.308113528919,0.23753
9864000,0.301127603919,0.23163
9867600,0.297161639078,0.2302
9871200,0.299625733396,0.23694
9874800,0.324594496906,0.26158
9878400,0.369698778429,0.27218
9882000,0.31855134582,0.23848
9885600,0.343683641277,0.22146
9889200,0.320844390138,0.20431
9892800,0.295522613191,0.18259
9896400,0.291545014297,0.18035
9900000,0.239411842383,0.17404
9903600,0.238460566363,0.1702
9907200,0.240659116204,0.17091
9910800,0.253191090449,0.18064
9914400,0.331134963767,0.20807
9918000,0.360093124065,0.23205
9921600,0.408735979224,0.2757
9925200,0.391803082138,0.2649
9928800,0.337372816416,0.25371
9932400,0.315609515661,0.23262
9936000,0.29298318582,0.23726
9939600,0.290766756449,0.2305
9943200,0.28143642529,0.22107
9946800,0.269808693535,0.21036
9950400,0.273731636482,0.21314
9954000,0.294324442588,0.23159
9957600,0.313201416853,0.25063
9961200,0.314921599012,0.25545
9964800,0.347837767886,0.25585
9968400,0.326202329873,0.24589
9972000,0.362805209926,0.23761
9975600,0.349795859436,0.22843
9979200,0.342179310489,0.22271
9982800,0.331285532946,0.21471
9986400,0.275559667383,0.20524
9990000,0.278956341714,0.20471
9993600,0.283171502257,0.20697
9997200,0.303395005502,0.22271
10000800,0.355220860469,0.22897
10004400,0.371816067012,0.24149
10008000,0.39755866582,0.26495
10011600,0.397340742489,0.2698
10015200,0.338671664416,0.25485
10018800,0.330480567012,0.24557
10022400,0.263378541118,0.21167
10026000,0.259111380853,0.20471
10029600,0.251212343992,0.19606
10033200,0.250170194237,0.19423
10036800,0.252752159886,0.19708
10040400,0.266802695939,0.20952
10044000,0.302939701502,0.24268
10047600,0.31439589231,0.25466
10051200,0.360439181833,0.26569
10054800,0.334165422171,0.2524
10058400,0.360068712575,0.23499
10062000,0.335390195436,0.21634
10065600,0.323885433489,0.20726
10069200,0.313960487297,0.20023
10072800,0.260398956085,0.19283
10076400,0.261320944416,0.19047
10080000,0.263232789608,0.19085
10083600,0.282701606853,0.20599
10087200,0.348613512416,0.22313
10090800,0.363299456363,0.23472
10094400,0.383376147171,0.25362
10098000,0.380310796085,0.25449
10101600,0.314885025714,0.23487
10105200,0.304431726661,0.2245
10108800,0.272090372767,0.21865
10112400,0.260347207502,0.2055
10116000,0.253697253939,0.19742
10119600,0.260649098482,0.20192
10123200,0.259498088482,0.20092
10126800,0.278578563535,0.21774
10130400,0.312079702449,0.24937
10134000,0.32546170231,0.26284
10137600,0.361837390482,0.26686
10141200,0.332921937469,0.25079
10144800,0.347620435224,0.22464
10148400,0.332779343436,0.2143
10152000,0.32407075284,0.20744
10155600,0.313813529595,0.19953
10159200,0.265322743383,0.19645
10162800,0.268387054065,0.19553
10166400,0.270568915959,0.19635
10170000,0.295665288906,0.2168
10173600,0.353576508873,0.22872
10177200,0.367314095118,0.23932
10180800,0.383663823171,0.25353
10184400,0.395606610734,0.26722
10188000,0.333266427012,0.24953
10191600,0.30117236231,0.22191
10195200,0.254961127171,0.2049
10198800,0.255294157608,0.20193
10202400,0.256758517396,0.20104
10206000,0.25882152529,0.20161
10209600,0.261324106588,0.20329
10213200,0.270565272939,0.21281
10216800,0.288155404747,0.22889
10220400,0.302999189608,0.24434
10224000,0.338663722482,0.24777
10227600,0.311312875224,0.23361
10231200,0.33139089933,0.21198
10234800,0.31952587284,0.20344
10238400,0.308265818191,0.19396
10242000,0.303143639595,0.19022
10245600,0.25305576933,0.18541
10249200,0.25681035231,0.18529
10252800,0.268696133502,0.19388
10256400,0.277930254098,0.20093
10260000,0.325626137118,0.2039
10263600,0.34344259231,0.2178
10267200,0.381628129065,0.24972
10270800,0.381384482681,0.25444
10274400,0.32334206231,0.24083
10278000,0.298421331661,0.22041
10281600,0.25498364582,0.20445
10285200,0.241689555502,0.18873
10288800,0.245496361939,0.18923
10292400,0.246395965429,0.18688
10296000,0.250043145674,0.18929
10299600,0.254852939727,0.194
10303200,0.260019994588,0.20024
10306800,0.265266215992,0.20598
10310400,0.267292013502,0.20943
10314000,0.242692974522,0.19521
10317600,0.220008700734,0.17784
10321200,0.215861146489,0.1749
10324800,0.216280346138,0.17471
10328400,0.213539146489,0.17265
10332000,0.206395513489,0.166
10335600,0.200749763224,0.1593
10339200,0.186227984416,0.14477
10342800,0.179070977661,0.13796
10346400,0.212399970555,0.16396
10350000,0.224283468853,0.1747
10353600,0.265972678906,0.21171
10357200,0.284645989171,0.23172
10360800,0.269776607469,0.21821
10364400,0.242136812767,0.19362
10368000,0.25790650582,0.20483
10371600,0.255880499959,0.19816
10375200,0.2573891788,0.19549
10378800,0.256577627045,0.19025
10382400,0.264223711992,0.19581
10386000,0.269506318588,0.19961
10389600,0.261556413535,0.19311
10393200,0.262046144482,0.19301
10396800,0.249699168694,0.18513
10400400,0.239946064416,0.18047
10404000,0.230358498681,0.1758
10407600,0.220464135436,0.17041
10411200,0.217340303383,0.16691
10414800,0.197581442138,0.15023
10418400,0.185819483191,0.14
10422000,0.180099037575,0.13129
10425600,0.16653674582,0.11718
10429200,0.140164566522,0.09467
10432800,0.181797897767,0.1279
10436400,0.218240399714,0.16364
10440000,0.266731191661,0.21099
10443600,0.282006875714,0.22653
10447200,0.277713439012,0.22247
10450800,0.264993438853,0.20949
10454400,0.248840358032,0.19736
10458000,0.253055549065,0.1967
10461600,0.253314244257,0.19382
10465200,0.257009448853,0.19261
10468800,0.259359104204,0.19504
10472400,0.271377803661,0.20802
10476000,0.266893937575,0.20839
10479600,0.267029622032,0.2121
10483200,0.291862251012,0.2122
10486800,0.279550424595,0.20826
10490400,0.307104616946,0.19205
10494000,0.278978678456,0.16803
10497600,0.298689201807,0.18443
10501200,0.30403765986,0.18979
10504800,0.252656020946,0.18347
10508400,0.239235835224,0.16804
10512000,0.233356903767,0.16147
10515600,0.224499394065,0.15469
10519200,0.276563963436,0.16064
10522800,0.278218007436,0.16362
10526400,0.32423663284,0.20563
10530000,0.333858541701,0.21688
10533600,0.282213344734,0.20962
10537200,0.279842037575,0.20538
10540800,0.197837210734,0.15407
10544400,0.204746613118,0.15453
10548000,0.239949541608,0.18336
10551600,0.245241625502,0.1836
10555200,0.2479115788,0.18566
10558800,0.249087665555,0.18974
10562400,0.206762339065,0.15612
10566000,0.252105194522,0.1981
10569600,0.283782962449,0.2051
10573200,0.269695656085,0.19955
10576800,0.287465539787,0.1747
10580400,0.308377661297,0.19401
10584000,0.310040164999,0.1957
10587600,0.308322938105,0.19526
10591200,0.24967579284,0.18282
10594800,0.267693478767,0.19433
10598400,0.269198749608,0.19429
10602000,0.269364913257,0.19425
10605600,0.314626399681,0.1968
10609200,0.324703179681,0.20486
10612800,0.331025834138,0.21166
10616400,0.34132244635,0.22328
10620000,0.283794019383,0.21096
10623600,0.270594173926,0.19804
10627200,0.253957116085,0.20463
10630800,0.251123920522,0.19934
10634400,0.254206483012,0.19881
10638000,0.257718556906,0.19992
10641600,0.258788612204,0.2005
10645200,0.258182877257,0.2013
10648800,0.25713950582,0.20296
10652400,0.259533992628,0.20785
10656000,0.291763930555,0.21242
10659600,0.273545850138,0.20276
10663200,0.309153508138,0.19195
10666800,0.298947219648,0.18471
10670400,0.316746771648,0.20021
10674000,0.315812333052,0.20021
10677600,0.271481601085,0.19963
10681200,0.277053997714,0.20061
10684800,0.27738545231,0.20029
10688400,0.277137469608,0.19957
10692000,0.319789872681,0.19906
10695600,0.320453864681,0.1987
10699200,0.329012409489,0.2097
10702800,0.33504229635,0.2177
10706400,0.280260294734,0.2078
10710000,0.272834165926,0.1987
10713600,0.246952498138,0.19922
10717200,0.241819815873,0.19079
10720800,0.237572339065,0.18487
10724400,0.247248237661,0.19162
10728000,0.255794769661,0.19954
10731600,0.254503344416,0.19974
10735200,0.253195520873,0.20029
10738800,0.261437320628,0.20967
10742400,0.294391508853,0.21269
10746000,0.277778088489,0.20477
10749600,0.318579652138,0.19866
10753200,0.281980879297,0.16866
10756800,0.294939446297,0.17988
10760400,0.293000416403,0.179
10764000,0.228751912138,0.16118
10767600,0.231558736416,0.1602
10771200,0.229180474959,0.15733
10774800,0.231588568257,0.15922
10778400,0.289031088628,0.16994
10782000,0.311780387277,0.19122
10785600,0.334707481681,0.21282
10789200,0.344887730946,0.22568
10792800,0.287501578383,0.21407
10796400,0.278589487575,0.20424
10800000,0.267192439489,0.21737
10803600,0.266586021926,0.21312
10807200,0.262782528767,0.20676
10810800,0.26148016231,0.20312
10814400,0.26430641231,0.20568
10818000,0.270646027012,0.21217
10821600,0.269625731224,0.21435
10825200,0.272774494681,0.22027
10828800,0.297693891257,0.21738
10832400,0.27569111284,0.20425
10836000,0.32013835284,0.20025
10839600,0.31184334635,0.19425
10843200,0.308102557701,0.19025
10846800,0.296295406456,0.18067
10850400,0.233941749191,0.16373
10854000,0.233621481171,0.15969
10857600,0.223873714065,0.15019
10861200,0.222875944065,0.14975
10864800,0.275117121085,0.15611
10868400,0.321707394979,0.19825
10872000,0.331763615277,0.20979
10875600,0.352225529191,0.23117
10879200,0.300395137575,0.224
10882800,0.285725028171,0.21008
10886400,0.25794144635,0.20934
10890000,0.255610560138,0.20447
10893600,0.255914551979,0.20227
10897200,0.255392992522,0.19919
10900800,0.255476350171,0.19864
10904400,0.256635620469,0.19929
10908000,0.257174957873,0.20096
10911600,0.261086266522,0.20473
10915200,0.25548565933,0.20426
10918800,0.213972639297,0.17092
10922400,0.197271165403,0.1569
10926000,0.189064961264,0.15131
10929600,0.187624413913,0.14986
10933200,0.187727889264,0.15179
10936800,0.183690545264,0.14785
10940400,0.188055196489,0.14779
10944000,0.18738814933,0.14493
10947600,0.188987796628,0.14515
10951200,0.203943842522,0.15507
10954800,0.256941164065,0.20541
10958400,0.270294929065,0.21768
10962000,0.27860017933,0.2285
10965600,0.271464518032,0.22247
10969200,0.254389526032,0.20777
10972800,0.262304184734,0.20701
10976400,0.250154325118,0.19189
10980000,0.252700174906,0.19031
10983600,0.248676510449,0.18428
10987200,0.246203185747,0.1813
10990800,0.249613060098,0.18431
10994400,0.247921081449,0.18331
10998000,0.249534517396,0.18422
11001600,0.241981431363,0.18199
11005200,0.213074880787,0.16209
11008800,0.179622257701,0.14002
11012400,0.159549285211,0.12287
11016000,0.165460756807,0.12784
11019600,0.153090067807,0.1166
11023200,0.146603542807,0.11038
11026800,0.130750211085,0.09296
11030400,0.154515981277,0.1133
11034000,0.194437562575,0.1491
11037600,0.229812722522,0.1789
11041200,0.26043406582,0.20903
11044800,0.274278812575,0.22317
11048400,0.28746791284,0.23774
11052000,0.272314494191,0.22525
11055600,0.264647434138,0.21714
11059200,0.261480454032,0.20852
11062800,0.254956289065,0.19867
11066400,0.253991868257,0.19532
11070000,0.249268449853,0.18999
11073600,0.252256060204,0.19271
11077200,0.268964133661,0.21023
11080800,0.277105862575,0.22175
11084400,0.284639558032,0.2315
11088000,0.307939455012,0.22834
11091600,0.289282454595,0.21894
11095200,0.314367892946,0.19965
11098800,0.310302542456,0.19729
11102400,0.314262576807,0.19993
11106000,0.31289203986,0.19885
11109600,0.260330120946,0.19162
11113200,0.256142011224,0.18361
11116800,0.264907513767,0.19033
11120400,0.276591994065,0.20171
11124000,0.323998127436,0.20517
11127600,0.330947207436,0.21186
11131200,0.34724755284,0.22669
11134800,0.371477950701,0.25018
11138400,0.306516282734,0.23127
11142000,0.291640212575,0.21642
11145600,0.266198624734,0.21599
11149200,0.257714397118,0.20496
11152800,0.251253277608,0.19715
11156400,0.253025031502,0.19696
11160000,0.2538935788,0.19733
11163600,0.257300900555,0.20151
11167200,0.280605614065,0.22368
11170800,0.290553936522,0.23737
11174400,0.318679218449,0.23433
11178000,0.292321121085,0.21934
11181600,0.327291311787,0.20918
11185200,0.315611583297,0.20083
11188800,0.308357402999,0.19475
11192400,0.297186668105,0.18569
11196000,0.25104227284,0.18422
11199600,0.245847017767,0.17578
11203200,0.250768045608,0.17878
11206800,0.266809507257,0.19247
11210400,0.329165252681,0.20879
11214000,0.336856103681,0.21565
11217600,0.351575804138,0.22969
11221200,0.35576529635,0.23666
11224800,0.303519820383,0.22879
11228400,0.299150549926,0.22331
11232000,0.254560586085,0.20692
11235600,0.241449006522,0.1925
11239200,0.235247191012,0.18492
11242800,0.229983130906,0.17851
11246400,0.230897892204,0.17897
11250000,0.237338781257,0.18515
11253600,0.26901148582,0.21598
11257200,0.278487576628,0.2285
11260800,0.304575525555,0.22369
11264400,0.269321980138,0.1997
11268000,0.293970816138,0.17989
11271600,0.281813523648,0.17095
11275200,0.275603091648,0.16568
11278800,0.272514365052,0.16359
11282400,0.225023731085,0.1611
11286000,0.220920617714,0.1541
11289600,0.22211352231,0.15482
11293200,0.224738341608,0.15707
11296800,0.282167945681,0.16577
11300400,0.289679939681,0.17401
11304000,0.337098774489,0.21597
11307600,0.33679259635,0.21966
11311200,0.277218200734,0.20564
11314800,0.263645267926,0.19262
11318400,0.207939510138,0.16574
11322000,0.209831309873,0.16467
11325600,0.210599369065,0.16368
11329200,0.208825702661,0.16081
11332800,0.211058644661,0.16271
11336400,0.220677648416,0.17211
11340000,0.262300792873,0.20963
11343600,0.260437604628,0.21306
11347200,0.295169558853,0.21588
11350800,0.280689876489,0.20979
11354400,0.321481166138,0.204
11358000,0.298720133297,0.18593
11361600,0.285504447297,0.17471
11365200,0.273995773403,0.16574
11368800,0.228126756138,0.16466
11372400,0.230621008416,0.16361
11376000,0.231851887959,0.1636
11379600,0.234374223257,0.16538
11383200,0.303284952628,0.18588
11386800,0.319474094277,0.19971
11390400,0.333781633681,0.2128
11394000,0.345977106946,0.2272
11397600,0.298034920383,0.22402
11401200,0.287178737575,0.21277
11404800,0.257409853489,0.2097
11408400,0.252581375926,0.20241
11412000,0.238869366767,0.18862
11415600,0.22772462231,0.17653
11419200,0.23650801231,0.18448
11422800,0.256160743012,0.20282
11426400,0.280192091224,0.22656
11430000,0.294267728681,0.24249
11433600,0.320209380257,0.23754
11437200,0.29770095284,0.22476
11440800,0.32475399284,0.20705
11444400,0.31540374635,0.20073
11448000,0.308312824701,0.19484
11451600,0.298362614456,0.18711
11455200,0.230164568191,0.16667
11458800,0.232341087171,0.16518
11462400,0.233738839065,0.16567
11466000,0.232246924065,0.16465
11469600,0.312775746085,0.1948
11473200,0.342499670979,0.21967
11476800,0.350353319277,0.22686
11480400,0.348601336191,0.22861
11484000,0.299572637575,0.22364
11487600,0.298676343171,0.22165
11491200,0.26606734635,0.21895
11494800,0.268446012138,0.21839
11498400,0.262203992979,0.21064
11502000,0.268117748522,0.21386
11505600,0.254207746171,0.20137
11509200,0.247450983469,0.19513
11512800,0.253434451873,0.2011
11516400,0.244522408522,0.19343
11520000,0.23158606933,0.1842
11523600,0.204537640297,0.16469
11527200,0.199367881403,0.1613
11530800,0.197115793264,0.16046
11534400,0.196570329913,0.1595
11538000,0.179976961264,0.14338
11541600,0.174015233264,0.13807
11545200,0.175573285489,0.13608
11548800,0.18988141933,0.14751
11552400,0.204955124628,0.16158
11556000,0.257091668522,0.20576
11559600,0.279377954065,0.2244
11563200,0.296654069065,0.23955
11566800,0.29489710933,0.2414
11570400,0.290034550032,0.23851
11574000,0.273397558032,0.22366
11577600,0.267204882734,0.21409
11581200,0.251786667118,0.19547
11584800,0.242650276906,0.18452
11588400,0.234155219449,0.17342
11592000,0.231095911747,0.16966
11595600,0.231321024098,0.16977
11599200,0.223120431449,0.16287
11602800,0.219330973396,0.15875
11606400,0.213468504363,0.15432
11610000,0.156377467787,0.1103
11613600,0.133149803701,0.09587
11617200,0.126234674211,0.09055
11620800,0.109018273807,0.07531
11624400,0.075354637807,0.04514
11628000,0.043235194807,0.0147
11631600,0.028656601085,0.00074
11635200,0.027117624277,0.00073
11638800,0.027552312575,0.00087
11642400,0.044884392522,0.01005
11646000,0.20592632582,0.15616
11649600,0.269507137575,0.21775
11653200,0.27416039284,0.22552
11656800,0.264949049191,0.21872
11660400,0.246952498138,0.19984
11664000,0.230969958032,0.17985
11667600,0.222834494065,0.1688
11671200,0.224015357257,0.16888
11674800,0.226737318853,0.16959
11678400,0.226064856204,0.16923
11682000,0.238652956661,0.18158
11685600,0.285265062575,0.22902
11689200,0.301975014032,0.24739
11692800,0.321664419012,0.23923
11696400,0.302661974595,0.22908
11700000,0.327255764946,0.20924
11703600,0.299757150456,0.18561
11707200,0.293166225807,0.17938
11710800,0.28031197986,0.16855
11714400,0.226354052946,0.16051
11718000,0.229732579224,0.16016
11721600,0.231219222767,0.16034
11725200,0.231765814065,0.16081
11728800,0.280440083436,0.1636
11732400,0.319165199436,0.1996
11736000,0.35193511284,0.22935
11739600,0.367266865701,0.24651
11743200,0.314766898734,0.23807
11746800,0.307266537575,0.22919
11750400,0.250503098734,0.2024
11754000,0.245186379118,0.19482
11757600,0.239380957608,0.18803
11761200,0.236399187502,0.18377
11764800,0.2417591788,0.18806
11768400,0.255043545555,0.20121
11772000,0.283275419065,0.22651
11775600,0.291415054522,0.2365
11779200,0.312692233449,0.22855
11782800,0.281841946085,0.20949
11786400,0.294537742787,0.17971
11790000,0.272547033297,0.16204
11793600,0.271455191999,0.16144
